year,label_grouping,santa_clara_county_californiaestimate,santa_clara_county_californiapercent,montgomery_county_marylandestimate,montgomery_county_marylandpercent,wake_county_north_carolinaestimate,wake_county_north_carolinapercent,davidson_county_tennesseeestimate,davidson_county_tennesseepercent,dallas_county_texasestimate,dallas_county_texaspercent,fairfax_county_virginiaestimate,fairfax_county_virginiapercent,loudoun_county_virginiaestimate,loudoun_county_virginiapercent,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22
2020,Less than 20 percent,"94,304",37.70%,"80,966",45.70%,"106,308",53.70%,"47,369",43.00%,"115,772",40.60%,"94,382",45.80%,"41,450",47.80%,,,,,,,
2020,20 to 29 percent,"66,155",26.50%,"43,109",24.30%,"30,597",15.50%,"16,426",14.90%,"46,107",16.20%,"54,856",26.60%,"24,906",28.70%,,,,,,,
2020,30 percent or more,"53,822",21.50%,"21,778",12.30%,"7,764",3.90%,"3,415",3.10%,"16,098",5.60%,"25,991",12.60%,"10,482",12.10%,,,,,,,
2020,Zero or negative income,877,0.40%,657,0.40%,485,0.20%,611,0.60%,"1,170",0.40%,831,0.40%,250,0.30%,,,,,,,
2020,REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,
2020,Less than $800,"3,219",1.30%,"3,595",2.00%,"7,508",3.80%,"5,646",5.10%,"12,252",4.30%,"3,333",1.60%,"1,346",1.60%,,,,,,,
2020,"$800 to $1,499","5,711",2.30%,"7,673",4.30%,"32,188",16.30%,"33,184",30.10%,"24,147",8.50%,"4,164",2.00%,"1,686",1.90%,,,,,,,
2020,"$1,500 or more","238,677",95.50%,"163,747",92.40%,"156,880",79.30%,"68,534",62.20%,"238,516",83.60%,"195,431",94.90%,"82,444",95.10%,,,,,,,
2020,No real estate taxes paid,"2,337",0.90%,"2,126",1.20%,"1,226",0.60%,"2,821",2.60%,"10,510",3.70%,"2,971",1.40%,"1,259",1.50%,,,,,,,
2020,Median (dollars),"8,748","8,748","4,684","4,684","2,536","2,536","1,838","1,838","3,985","3,985","5,958","5,958","5,539","5,539Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaNumberEstimate","Santa Clara County, CaliforniaPercent DistributionEstimate","Santa Clara County, CaliforniaMean income (dollars)Estimate","Montgomery County, MarylandNumberEstimate","Montgomery County, MarylandPercent DistributionEstimate","Montgomery County, MarylandMean income (dollars)Estimate","Wake County, North CarolinaNumberEstimate"
2020,HOUSEHOLD INCOME,,,,,,,,,,,,,,,,,,,,,
2020,All households,"635,314","635,314","174,331","372,825","372,825","152,779","410,552","410,552","110,657","289,191","289,191","89,045","945,996","945,996","90,748","398,653","398,653","163,072","132,565","132,565","174,594"
2020,With earnings,"542,456",85.40%,"177,274","316,876",85.00%,"148,581","352,961",86.00%,"109,009","244,272",84.50%,"88,164","813,215",86.00%,"90,501","345,544",86.70%,"156,300","119,925",90.50%,"171,174"
2020,With wages or salary income,"526,663",82.90%,"174,171","307,228",82.40%,"144,335","344,746",84.00%,"106,769","234,390",81.10%,"84,297","783,067",82.80%,"87,933","337,267",84.60%,"151,012","117,724",88.80%,"167,234"
2020,With self-employment income,"77,796",12.20%,"56,989","55,642",14.90%,"49,204","46,586",11.30%,"35,804","37,544",13.00%,"47,348","109,879",11.60%,"43,129","53,188",13.30%,"57,853","17,282",13.00%,"48,644"
2020,"With interest, dividends, or net rental income","210,688",33.20%,"31,430","120,942",32.40%,"30,032","101,127",24.60%,"21,735","53,267",18.40%,"25,009","132,642",14.00%,"30,516","137,646",34.50%,"24,165","40,141",30.30%,"21,367"
2020,With Social Security income,"147,983",23.30%,"21,675","92,769",24.90%,"22,215","90,636",22.10%,"22,007","67,064",23.20%,"20,096","197,094",20.80%,"19,062","90,241",22.60%,"22,309","23,231",17.50%,"21,996"
2020,With Supplemental Security Income (SSI),"29,682",4.70%,"10,712","11,725",3.10%,"9,649","11,073",2.70%,"9,846","12,201",4.20%,"10,129","37,494",4.00%,"9,756","9,766",2.40%,"9,435","2,126",1.60%,"9,847"
2020,With cash public assistance income or Food Stamps/SNAP,"33,605",5.30%,(X),"26,228",7.00%,(X),"25,301",6.20%,(X),"29,048",10.00%,(X),"105,819",11.20%,(X),"17,064",4.30%,(X),"4,730",3.60%,(X)
2020,With cash public assistance,"12,185",1.90%,"5,190","5,518",1.50%,"3,359","4,634",1.10%,"3,002","5,178",1.80%,"3,021","16,212",1.70%,"2,905","4,645",1.20%,"4,592","1,327",1.00%,"4,553"
2020,With retirement income,"99,991",15.70%,"35,871","74,044",19.90%,"48,564","75,529",18.40%,"28,459","43,558",15.10%,"24,157","118,011",12.50%,"26,034","89,729",22.50%,"54,193","23,697",17.90%,"43,303"
2020,With other types of income,"48,275",7.60%,"16,462","29,875",8.00%,"15,325","36,764",9.00%,"13,315","25,630",8.90%,"13,402","77,216",8.20%,"12,438","41,851",10.50%,"16,374","12,939",9.80%,"15,079"
2020,FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY,,,,,,,,,,,,,,,,,,,,,
2020,All families,"454,149","454,149","193,784","260,678","260,678","176,761","270,784","270,784","130,935","156,379","156,379","106,981","607,453","607,453","102,499","281,773","281,773","185,183","103,902","103,902","191,672"
2020,No workers,"43,742",9.60%,"87,959","22,309",8.60%,"108,337","25,172",9.30%,"77,747","15,500",9.90%,"57,366","54,885",9.00%,"48,198","23,609",8.40%,"111,991","5,305",5.10%,"100,270"
2020,1 worker,"136,454",30.00%,"155,394","70,794",27.20%,"139,550","84,049",31.00%,"103,309","49,385",31.60%,"80,357","214,712",35.30%,"78,603","78,984",28.00%,"147,968","25,781",24.80%,"146,692"
2020,"2 workers, both spouses worked","157,287",34.60%,"262,033","100,403",38.50%,"217,469","108,151",39.90%,"163,632","56,533",36.20%,"145,335","175,931",29.00%,"148,356","110,762",39.30%,"224,692","48,403",46.60%,"223,219"
2020,"2 workers, other","45,002",9.90%,"139,912","26,033",10.00%,"135,121","25,820",9.50%,"99,368","18,577",11.90%,"81,521","80,548",13.30%,"81,345","26,371",9.40%,"157,276","7,182",6.90%,"146,924"
2020,"3 or more workers, both spouses worked","48,742",10.70%,"240,398","31,209",12.00%,"225,518","21,939",8.10%,"177,601","11,429",7.30%,"142,119","50,364",8.30%,"136,130","31,933",11.30%,"224,122","14,129",13.60%,"226,500"
2020,"3 or more workers, other","22,922",5.00%,"162,598","9,930",3.80%,"140,100","5,653",2.10%,"116,024","4,955",3.20%,"104,356","31,013",5.10%,"104,217","10,114",3.60%,"163,811","3,102",3.00%,"174,538"
2020,PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN,,,,,,,,,,,,,,,,,,,,,
2020,Total population,"1,924,379","1,924,379","59,297","1,047,661","1,047,661","55,643","1,091,662","1,091,662","42,721","690,540","690,540","37,958","2,622,634","2,622,634","33,604","1,149,439","1,149,439","58,338","405,312","405,312","57,513"
2020,One race--,,,,,,,,,,,,,,,,,,,,,
2020,White,"801,381",41.60%,"68,982","536,767",51.20%,"71,835","696,626",63.80%,"49,908","433,926",62.80%,"44,760","1,475,503",56.30%,"39,380","678,162",59.00%,"68,543","253,002",62.40%,"63,391"
2020,Black or African American,"47,379",2.50%,"42,016","193,450",18.50%,"35,929","220,232",20.20%,"28,256","185,758",26.90%,"25,480","593,081",22.60%,"25,281","112,024",9.70%,"41,581","31,241",7.70%,"46,382"
2020,American Indian and Alaska Native,"9,990",0.50%,"29,810","3,083",0.30%,"34,848","3,413",0.30%,"31,792","1,042",0.20%,"47,339","10,364",0.40%,"26,922","3,250",0.30%,"42,987","1,149",0.30%,"52,466"
2020,Asian,"724,855",37.70%,"64,328","156,834",15.00%,"53,085","80,059",7.30%,"45,413","24,936",3.60%,"41,732","170,955",6.50%,"40,904","227,923",19.80%,"52,686","77,861",19.20%,"56,860"
2020,Native Hawaiian and Other Pacific Islander,"6,949",0.40%,"38,205",419,0.00%,"44,753",470,0.00%,"42,267",403,0.10%,"14,377","1,147",0.00%,"43,920",994,0.10%,"28,170",508,0.10%,"37,036"
2020,Some other race,"189,968",9.90%,"25,127","94,233",9.00%,"22,387","43,422",4.00%,"18,310","19,269",2.80%,"18,114","199,281",7.60%,"18,896","57,458",5.00%,"24,706","15,236",3.80%,"29,108"
2020,Two or more races,"143,857",7.50%,"33,879","62,875",6.00%,"35,375","47,440",4.30%,"22,938","25,206",3.70%,"24,244","172,303",6.60%,"22,895","69,628",6.10%,"33,305","26,315",6.50%,"33,215"
2020,Hispanic or Latino origin (of any race),"482,101",25.10%,"29,073","204,620",19.50%,"29,247","110,961",10.20%,"20,972","70,926",10.30%,"19,256","1,055,049",40.20%,"18,531","186,680",16.20%,"30,324","55,180",13.60%,"31,866"
2020,"White alone, not Hispanic or Latino","589,644",30.60%,"81,680","451,553",43.10%,"78,836","647,265",59.30%,"51,918","386,782",56.00%,"47,831","749,571",28.60%,"59,817","574,760",50.00%,"74,942","223,329",55.10%,"67,375Ã¯»¿""Label (Grouping)"""
2020,Owner-occupied housing units with a mortgage,"249,944","249,944","177,141","177,141","197,802","197,802","110,185","110,185","285,425","285,425","205,899","205,899","86,735","86,735",,,,,,,
2020,VALUE,,,,,,,,,,,,,,,,,,,,,
2020,"Less than $50,000","1,615",0.60%,"1,506",0.90%,"3,216",1.60%,"1,333",1.20%,"6,688",2.30%,"1,353",0.70%,524,0.60%,,,,,,,
2020,"$50,000 to $99,999",702,0.30%,710,0.40%,"2,739",1.40%,"3,091",2.80%,"26,226",9.20%,718,0.30%,397,0.50%,,,,,,,
2020,"$100,000 to $299,999","5,534",2.20%,"26,970",15.20%,"90,348",45.70%,"59,692",54.20%,"165,266",57.90%,"17,180",8.30%,"6,966",8.00%,,,,,,,
2020,"$300,000 to $499,999","9,778",3.90%,"61,632",34.80%,"71,598",36.20%,"30,355",27.50%,"49,850",17.50%,"61,838",30.00%,"29,588",34.10%,,,,,,,
2020,"$500,000 to $749,999","37,402",15.00%,"46,205",26.10%,"21,567",10.90%,"8,883",8.10%,"18,835",6.60%,"73,554",35.70%,"33,625",38.80%,,,,,,,
2020,"$750,000 to $999,999","56,946",22.80%,"21,215",12.00%,"5,677",2.90%,"3,773",3.40%,"6,804",2.40%,"32,662",15.90%,"12,572",14.50%,,,,,,,
2020,"$1,000,000 or more","137,967",55.20%,"18,903",10.70%,"2,657",1.30%,"3,058",2.80%,"11,756",4.10%,"18,594",9.00%,"3,063",3.50%,,,,,,,
2020,Median (dollars),"1,070,600","1,070,600","492,800","492,800","305,800","305,800","269,500","269,500","211,200","211,200","574,300","574,300","543,800","543,800",,,,,,,
2020,MORTGAGE STATUS,,,,,,,,,,,,,,,,,,,,,
2020,With a mortgage and either a second mortgage or home equity loan,"44,458",17.80%,"32,061",18.10%,"30,553",15.40%,"13,444",12.20%,"16,067",5.60%,"35,045",17.00%,"15,843",18.30%,,,,,,,
2020,Only Second mortgage,"6,281",2.50%,"4,832",2.70%,"3,392",1.70%,"2,984",2.70%,"5,666",2.00%,"4,740",2.30%,"2,909",3.40%,,,,,,,
2020,Only Home equity loan,"36,254",14.50%,"25,977",14.70%,"26,401",13.30%,"10,147",9.20%,"9,848",3.50%,"29,150",14.20%,"12,482",14.40%,,,,,,,
2020,Both second mortgage and home equity loan,"1,923",0.80%,"1,252",0.70%,760,0.40%,313,0.30%,553,0.20%,"1,155",0.60%,452,0.50%,,,,,,,
2020,No second mortgage and no home equity loan,"204,505",81.80%,"144,106",81.40%,"166,310",84.10%,"96,330",87.40%,"268,509",94.10%,"169,755",82.40%,"70,695",81.50%,,,,,,,
2020,Home equity loan without a primary mortgage,981,0.40%,974,0.50%,939,0.50%,411,0.40%,849,0.30%,"1,099",0.50%,197,0.20%,,,,,,,
2020,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2020,"Less than $10,000","2,507",1.00%,"1,995",1.10%,"2,343",1.20%,"2,319",2.10%,"5,859",2.10%,"2,224",1.10%,529,0.60%,,,,,,,
2020,"$10,000 to $24,999","5,437",2.20%,"3,326",1.90%,"6,566",3.30%,"4,969",4.50%,"13,614",4.80%,"3,437",1.70%,"1,161",1.30%,,,,,,,
2020,"$25,000 to $34,999","4,666",1.90%,"3,616",2.00%,"6,178",3.10%,"5,563",5.00%,"14,668",5.10%,"3,316",1.60%,818,0.90%,,,,,,,
2020,"$35,000 to $49,999","7,115",2.80%,"6,987",3.90%,"11,977",6.10%,"10,199",9.30%,"25,402",8.90%,"6,678",3.20%,"1,919",2.20%,,,,,,,
2020,"$50,000 to $74,999","15,938",6.40%,"15,364",8.70%,"26,069",13.20%,"19,925",18.10%,"47,905",16.80%,"15,015",7.30%,"5,470",6.30%,,,,,,,
2020,"$75,000 to $99,999","18,387",7.40%,"17,805",10.10%,"27,265",13.80%,"18,715",17.00%,"42,129",14.80%,"17,754",8.60%,"7,272",8.40%,,,,,,,
2020,"$100,000 to $149,999","41,025",16.40%,"36,466",20.60%,"49,383",25.00%,"24,293",22.00%,"60,661",21.30%,"41,277",20.00%,"17,007",19.60%,,,,,,,
2020,"$150,000 or more","154,869",62.00%,"91,582",51.70%,"68,021",34.40%,"24,202",22.00%,"75,187",26.30%,"116,198",56.40%,"52,559",60.60%,,,,,,,
2020,Median household income (dollars),"184,206","184,206","153,976","153,976","117,316","117,316","90,287","90,287","95,580","95,580","166,420","166,420","175,182","175,182",,,,,,,
2020,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2020,Less than 2.0,"12,563",5.00%,"33,233",18.80%,"63,151",31.90%,"26,816",24.30%,"118,917",41.70%,"29,484",14.30%,"14,927",17.20%,,,,,,,
2020,2.0 to 2.9,"23,622",9.50%,"49,505",27.90%,"63,160",31.90%,"30,771",27.90%,"72,713",25.50%,"57,939",28.10%,"28,281",32.60%,,,,,,,
2020,3.0 to 3.9,"33,588",13.40%,"33,308",18.80%,"30,768",15.60%,"19,187",17.40%,"35,195",12.30%,"43,733",21.20%,"19,589",22.60%,,,,,,,
2020,4.0 or more,"179,294",71.70%,"60,438",34.10%,"40,238",20.30%,"32,800",29.80%,"57,430",20.10%,"73,912",35.90%,"23,688",27.30%,,,,,,,
2020,Not computed,877,0.40%,657,0.40%,485,0.20%,611,0.60%,"1,170",0.40%,831,0.40%,250,0.30%,,,,,,,
2020,MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,
2020,Less than $200,112,0.00%,114,0.10%,"1,001",0.50%,9,0.00%,93,0.00%,165,0.10%,18,0.00%,,,,,,,
2020,$200 to $399,254,0.10%,168,0.10%,495,0.30%,159,0.10%,597,0.20%,136,0.10%,22,0.00%,,,,,,,
2020,$400 to $599,543,0.20%,506,0.30%,"1,921",1.00%,"1,406",1.30%,"2,495",0.90%,276,0.10%,413,0.50%,,,,,,,
2020,$600 to $799,"1,444",0.60%,"1,157",0.70%,"5,273",2.70%,"4,660",4.20%,"9,570",3.40%,905,0.40%,484,0.60%,,,,,,,
2020,$800 to $999,"2,021",0.80%,"2,482",1.40%,"13,548",6.80%,"11,557",10.50%,"19,851",7.00%,"2,085",1.00%,733,0.80%,,,,,,,
2020,"$1,000 to $1,499","9,908",4.00%,"15,688",8.90%,"55,090",27.90%,"39,084",35.50%,"86,279",30.20%,"12,207",5.90%,"5,399",6.20%,,,,,,,
2020,"$1,500 to $1,999","17,001",6.80%,"30,460",17.20%,"50,695",25.60%,"24,950",22.60%,"68,296",23.90%,"27,915",13.60%,"9,241",10.70%,,,,,,,
2020,"$2,000 to $2,499","26,748",10.70%,"32,810",18.50%,"32,139",16.20%,"12,883",11.70%,"36,727",12.90%,"39,042",19.00%,"15,056",17.40%,,,,,,,
2020,"$2,500 to $2,999","32,585",13.00%,"29,531",16.70%,"19,814",10.00%,"6,875",6.20%,"20,074",7.00%,"38,794",18.80%,"16,974",19.60%,,,,,,,
2020,"$3,000 or more","159,328",63.70%,"64,225",36.30%,"17,826",9.00%,"8,602",7.80%,"41,443",14.50%,"84,374",41.00%,"38,395",44.30%,,,,,,,
2020,Median (dollars),"3,548","3,548","2,588","2,588","1,704","1,704","1,478","1,478","1,654","1,654","2,761","2,761","2,854","2,854",,,,,,,
2020,MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2020,"Less than $20,000","4,868",1.90%,"3,499",2.00%,"6,159",3.10%,"4,683",4.30%,"13,086",4.60%,"3,322",1.60%,881,1.00%,,,,,,,
2020,Less than 20 percent,16,0.00%,0,0.00%,989,0.50%,0,0.00%,8,0.00%,23,0.00%,0,0.00%,,,,,,,
2020,20 to 29 percent,0,0.00%,0,0.00%,50,0.00%,12,0.00%,60,0.00%,0,0.00%,0,0.00%,,,,,,,
2020,30 percent or more,"4,852",1.90%,"3,499",2.00%,"5,120",2.60%,"4,671",4.20%,"13,018",4.60%,"3,299",1.60%,881,1.00%,,,,,,,
2020,"$20,000 to $34,999","6,865",2.70%,"4,781",2.70%,"8,443",4.30%,"7,557",6.90%,"19,885",7.00%,"4,824",2.30%,"1,377",1.60%,,,,,,,
2020,Less than 20 percent,50,0.00%,68,0.00%,87,0.00%,55,0.00%,95,0.00%,22,0.00%,0,0.00%,,,,,,,
2020,20 to 29 percent,188,0.10%,44,0.00%,502,0.30%,494,0.40%,"1,343",0.50%,89,0.00%,21,0.00%,,,,,,,
2020,30 percent or more,"6,627",2.70%,"4,669",2.60%,"7,854",4.00%,"7,008",6.40%,"18,447",6.50%,"4,713",2.30%,"1,356",1.60%,,,,,,,
2020,"$35,000 to $49,999","7,115",2.80%,"6,987",3.90%,"11,977",6.10%,"10,199",9.30%,"25,402",8.90%,"6,678",3.20%,"1,919",2.20%,,,,,,,
2020,Less than 20 percent,39,0.00%,147,0.10%,568,0.30%,601,0.50%,"1,333",0.50%,82,0.00%,180,0.20%,,,,,,,
2020,20 to 29 percent,330,0.10%,349,0.20%,"3,383",1.70%,"2,677",2.40%,"5,175",1.80%,498,0.20%,99,0.10%,,,,,,,
2020,30 percent or more,"6,746",2.70%,"6,491",3.70%,"8,026",4.10%,"6,921",6.30%,"18,894",6.60%,"6,098",3.00%,"1,640",1.90%,,,,,,,
2020,"$50,000 to $74,999","15,938",6.40%,"15,364",8.70%,"26,069",13.20%,"19,925",18.10%,"47,905",16.80%,"15,015",7.30%,"5,470",6.30%,,,,,,,
2020,Less than 20 percent,870,0.30%,"1,048",0.60%,"5,558",2.80%,"4,010",3.60%,"7,938",2.80%,455,0.20%,357,0.40%,,,,,,,
2020,20 to 29 percent,"1,774",0.70%,"3,164",1.80%,"12,996",6.60%,"9,337",8.50%,"20,263",7.10%,"2,303",1.10%,"1,196",1.40%,,,,,,,
2020,30 percent or more,"13,294",5.30%,"11,152",6.30%,"7,515",3.80%,"6,578",6.00%,"19,704",6.90%,"12,257",6.00%,"3,917",4.50%,,,,,,,
2020,"$75,000 or more","214,281",85.70%,"145,853",82.30%,"144,669",73.10%,"67,210",61.00%,"177,977",62.40%,"175,229",85.10%,"76,838",88.60%,,,,,,,
2020,Less than 20 percent,"94,304",37.70%,"80,966",45.70%,"106,308",53.70%,"47,369",43.00%,"115,772",40.60%,"94,382",45.80%,"41,450",47.80%,,,,,,,
2020,20 to 29 percent,"66,155",26.50%,"43,109",24.30%,"30,597",15.50%,"16,426",14.90%,"46,107",16.20%,"54,856",26.60%,"24,906",28.70%,,,,,,,
2020,30 percent or more,"53,822",21.50%,"21,778",12.30%,"7,764",3.90%,"3,415",3.10%,"16,098",5.60%,"25,991",12.60%,"10,482",12.10%,,,,,,,
2020,Zero or negative income,877,0.40%,657,0.40%,485,0.20%,611,0.60%,"1,170",0.40%,831,0.40%,250,0.30%,,,,,,,
2020,REAL ESTATE TAXES,,,,,,,,,,,,,,,,,,,,,
2020,Less than $800,"3,219",1.30%,"3,595",2.00%,"7,508",3.80%,"5,646",5.10%,"12,252",4.30%,"3,333",1.60%,"1,346",1.60%,,,,,,,
2020,"$800 to $1,499","5,711",2.30%,"7,673",4.30%,"32,188",16.30%,"33,184",30.10%,"24,147",8.50%,"4,164",2.00%,"1,686",1.90%,,,,,,,
2020,"$1,500 or more","238,677",95.50%,"163,747",92.40%,"156,880",79.30%,"68,534",62.20%,"238,516",83.60%,"195,431",94.90%,"82,444",95.10%,,,,,,,
2020,No real estate taxes paid,"2,337",0.90%,"2,126",1.20%,"1,226",0.60%,"2,821",2.60%,"10,510",3.70%,"2,971",1.40%,"1,259",1.50%,,,,,,,
2020,Median (dollars),"8,748","8,748","4,684","4,684","2,536","2,536","1,838","1,838","3,985","3,985","5,958","5,958","5,539","5,539Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaOwner-occupied housing units without a mortgageEstimate","Santa Clara County, CaliforniaPercent owner-occupied housing units without a mortgageEstimate","Montgomery County, MarylandOwner-occupied housing units without a mortgageEstimate","Montgomery County, MarylandPercent owner-occupied housing units without a mortgageEstimate","Wake County, North CarolinaOwner-occupied housing units without a mortgageEstimate","Wake County, North CarolinaPercent owner-occupied housing units without a mortgageEstimate","Davidson County, TennesseeOwner-occupied housing units without a mortgageEstimate"
2020,Owner-occupied housing units without a mortgage,"108,284","108,284","67,472","67,472","64,476","64,476","47,205","47,205","190,950","190,950","67,529","67,529","16,284","16,284",,,,,,,
2020,VALUE,,,,,,,,,,,,,,,,,,,,,
2020,"Less than $50,000","2,676",2.50%,"1,174",1.70%,"4,042",6.30%,"2,076",4.40%,"14,516",7.60%,"1,276",1.90%,391,2.40%,,,,,,,
2020,"$50,000 to $99,999","2,286",2.10%,906,1.30%,"2,590",4.00%,"2,047",4.30%,"32,609",17.10%,560,0.80%,208,1.30%,,,,,,,
2020,"$100,000 to $199,999","4,902",4.50%,"4,273",6.30%,"12,279",19.00%,"11,109",23.50%,"65,111",34.10%,"2,100",3.10%,644,4.00%,,,,,,,
2020,"$200,000 to $299,999","3,397",3.10%,"6,431",9.50%,"15,010",23.30%,"13,001",27.50%,"33,233",17.40%,"4,067",6.00%,"1,414",8.70%,,,,,,,
2020,"$300,000 to $499,999","4,725",4.40%,"22,302",33.10%,"20,673",32.10%,"10,297",21.80%,"25,317",13.30%,"17,800",26.40%,"5,984",36.70%,,,,,,,
2020,"$500,000 to $749,999","13,541",12.50%,"16,871",25.00%,"6,058",9.40%,"4,722",10.00%,"9,182",4.80%,"23,678",35.10%,"5,380",33.00%,,,,,,,
2020,"$750,000 to $999,999","19,863",18.30%,"7,938",11.80%,"2,213",3.40%,"1,814",3.80%,"4,234",2.20%,"11,087",16.40%,"1,465",9.00%,,,,,,,
2020,"$1,000,000 or more","56,894",52.50%,"7,577",11.20%,"1,611",2.50%,"2,139",4.50%,"6,748",3.50%,"6,961",10.30%,798,4.90%,,,,,,,
2020,Median (dollars),"1,039,200","1,039,200","488,500","488,500","289,200","289,200","262,400","262,400","170,400","170,400","584,100","584,100","483,200","483,200",,,,,,,
2020,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2020,"Less than $10,000","3,603",3.30%,"2,163",3.20%,"2,021",3.10%,"2,066",4.40%,"9,720",5.10%,"2,033",3.00%,675,4.10%,,,,,,,
2020,"$10,000 to $24,999","8,424",7.80%,"4,781",7.10%,"5,352",8.30%,"5,352",11.30%,"23,949",12.50%,"3,282",4.90%,662,4.10%,,,,,,,
2020,"$25,000 to $34,999","6,915",6.40%,"3,570",5.30%,"5,322",8.30%,"4,397",9.30%,"17,646",9.20%,"3,005",4.40%,561,3.40%,,,,,,,
2020,"$35,000 to $49,999","8,930",8.20%,"4,293",6.40%,"6,607",10.20%,"6,486",13.70%,"24,002",12.60%,"4,852",7.20%,"1,222",7.50%,,,,,,,
2020,"$50,000 to $74,999","14,320",13.20%,"8,210",12.20%,"10,497",16.30%,"8,876",18.80%,"34,945",18.30%,"6,968",10.30%,"2,001",12.30%,,,,,,,
2020,"$75,000 to $99,999","10,903",10.10%,"6,871",10.20%,"8,814",13.70%,"5,817",12.30%,"22,649",11.90%,"8,039",11.90%,"1,725",10.60%,,,,,,,
2020,"$100,000 to $149,999","18,493",17.10%,"12,580",18.60%,"10,985",17.00%,"6,731",14.30%,"27,151",14.20%,"12,945",19.20%,"3,019",18.50%,,,,,,,
2020,"$150,000 or more","36,696",33.90%,"25,004",37.10%,"14,878",23.10%,"7,480",15.80%,"30,888",16.20%,"26,405",39.10%,"6,419",39.40%,,,,,,,
2020,Median household income (dollars),"102,216","102,216","113,541","113,541","81,149","81,149","64,016","64,016","63,100","63,100","120,302","120,302","120,109","120,109",,,,,,,
2020,RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,
2020,Less than 2.0,"9,637",8.90%,"11,286",16.70%,"18,391",28.50%,"9,806",20.80%,"72,553",38.00%,"9,243",13.70%,"2,607",16.00%,,,,,,,
2020,2.0 to 2.9,"6,049",5.60%,"12,464",18.50%,"12,846",19.90%,"8,249",17.50%,"34,779",18.20%,"11,724",17.40%,"3,189",19.60%,,,,,,,
2020,3.0 to 3.9,"6,948",6.40%,"9,250",13.70%,"8,733",13.50%,"6,355",13.50%,"20,987",11.00%,"10,166",15.10%,"2,548",15.60%,,,,,,,
2020,4.0 or more,"84,597",78.10%,"34,024",50.40%,"24,122",37.40%,"22,274",47.20%,"60,040",31.40%,"35,761",53.00%,"7,699",47.30%,,,,,,,
2020,Not computed,"1,053",1.00%,448,0.70%,384,0.60%,521,1.10%,"2,591",1.40%,635,0.90%,241,1.50%,,,,,,,
2020,MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,
2020,Less than $200,"3,044",2.80%,"1,388",2.10%,"2,100",3.30%,"1,178",2.50%,"6,193",3.20%,"1,010",1.50%,462,2.80%,,,,,,,
2020,$200 to $399,"9,888",9.10%,"3,499",5.20%,"14,692",22.80%,"12,521",26.50%,"36,077",18.90%,"2,789",4.10%,"1,216",7.50%,,,,,,,
2020,$400 to $599,"18,207",16.80%,"11,490",17.00%,"22,492",34.90%,"16,169",34.30%,"50,987",26.70%,"6,802",10.10%,"2,792",17.10%,,,,,,,
2020,$600 to $999,"35,650",32.90%,"28,617",42.40%,"20,470",31.70%,"12,921",27.40%,"61,278",32.10%,"32,505",48.10%,"7,888",48.40%,,,,,,,
2020,"$1,000 to $1,299","17,530",16.20%,"11,268",16.70%,"3,043",4.70%,"2,216",4.70%,"16,150",8.50%,"14,034",20.80%,"2,479",15.20%,,,,,,,
