Label (Grouping),"Santa Clara County, California!!Occupied housing units!!Estimate","Santa Clara County, California!!Owner-occupied housing units!!Estimate","Santa Clara County, California!!Renter-occupied housing units!!Estimate","Montgomery County, Maryland!!Occupied housing units!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units!!Estimate","Montgomery County, Maryland!!Renter-occupied housing units!!Estimate","Wake County, North Carolina!!Occupied housing units!!Estimate","Wake County, North Carolina!!Owner-occupied housing units!!Estimate","Wake County, North Carolina!!Renter-occupied housing units!!Estimate","Davidson County, Tennessee!!Occupied housing units!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units!!Estimate","Davidson County, Tennessee!!Renter-occupied housing units!!Estimate","Dallas County, Texas!!Occupied housing units!!Estimate","Dallas County, Texas!!Owner-occupied housing units!!Estimate","Dallas County, Texas!!Renter-occupied housing units!!Estimate","Fairfax County, Virginia!!Occupied housing units!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units!!Estimate","Fairfax County, Virginia!!Renter-occupied housing units!!Estimate","Loudoun County, Virginia!!Occupied housing units!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units!!Estimate","Loudoun County, Virginia!!Renter-occupied housing units!!Estimate",Year,Data Type,"Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate","Santa Clara County, California!!Percent","Montgomery County, Maryland!!Percent","Wake County, North Carolina!!Percent","Davidson County, Tennessee!!Percent","Dallas County, Texas!!Percent","Fairfax County, Virginia!!Percent","Loudoun County, Virginia!!Percent","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Wake County, North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Dallas County, Texas!!Owner-occupied housing units with a mortgage!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Total!!Estimate","Santa Clara County, California!!Mean income (dollars)!!Estimate","Montgomery County, Maryland!!Total!!Estimate","Montgomery County, Maryland!!Mean income (dollars)!!Estimate","Wake County, North Carolina!!Total!!Estimate","Wake County, North Carolina!!Mean income (dollars)!!Estimate","Davidson County, Tennessee!!Total!!Estimate","Davidson County, Tennessee!!Mean income (dollars)!!Estimate","Dallas County, Texas!!Total!!Estimate","Dallas County, Texas!!Mean income (dollars)!!Estimate","Fairfax County, Virginia!!Total!!Estimate","Fairfax County, Virginia!!Mean income (dollars)!!Estimate","Loudoun County, Virginia!!Total!!Estimate","Loudoun County, Virginia!!Mean income (dollars)!!Estimate","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Margin of Error","Montgomery County, Maryland!!Owner-occupied housing units with a mortgage!!Margin of Error","Wake County, North Carolina!!Owner-occupied housing units with a mortgage!!Margin of Error","Davidson County, Tennessee!!Owner-occupied housing units with a mortgage!!Margin of Error","Dallas County, Texas!!Owner-occupied housing units with a mortgage!!Margin of Error","Fairfax County, Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Loudoun County, Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Santa Clara County, California!!Owner-occupied housing units without a mortgage!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units without a mortgage!!Estimate","Wake County, North Carolina!!Owner-occupied housing units without a mortgage!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units without a mortgage!!Estimate","Dallas County, Texas!!Owner-occupied housing units without a mortgage!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units without a mortgage!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units without a mortgage!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Number!!Estimate","Santa Clara County, California!!Percent Distribution!!Estimate","Montgomery County, Maryland!!Number!!Estimate","Montgomery County, Maryland!!Percent Distribution!!Estimate","Wake County, North Carolina!!Number!!Estimate","Wake County, North Carolina!!Percent Distribution!!Estimate","Davidson County, Tennessee!!Number!!Estimate","Davidson County, Tennessee!!Percent Distribution!!Estimate","Dallas County, Texas!!Number!!Estimate","Dallas County, Texas!!Percent Distribution!!Estimate","Fairfax County, Virginia!!Number!!Estimate","Fairfax County, Virginia!!Percent Distribution!!Estimate","Loudoun County, Virginia!!Number!!Estimate","Loudoun County, Virginia!!Percent Distribution!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units without a mortgage!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units without a mortgage!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units without a mortgage!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units without a mortgage!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units without a mortgage!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units without a mortgage!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units without a mortgage!!Estimate","Santa Clara County, California!!Percent occupied housing units!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units!!Estimate","Santa Clara County, California!!Percent renter-occupied housing units!!Estimate","Montgomery County, Maryland!!Percent occupied housing units!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units!!Estimate","Montgomery County, Maryland!!Percent renter-occupied housing units!!Estimate","Wake County, North Carolina!!Percent occupied housing units!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units!!Estimate","Wake County, North Carolina!!Percent renter-occupied housing units!!Estimate","Davidson County, Tennessee!!Percent occupied housing units!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units!!Estimate","Davidson County, Tennessee!!Percent renter-occupied housing units!!Estimate","Dallas County, Texas!!Percent occupied housing units!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units!!Estimate","Dallas County, Texas!!Percent renter-occupied housing units!!Estimate","Fairfax County, Virginia!!Percent occupied housing units!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units!!Estimate","Fairfax County, Virginia!!Percent renter-occupied housing units!!Estimate","Loudoun County, Virginia!!Percent occupied housing units!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units!!Estimate","Loudoun County, Virginia!!Percent renter-occupied housing units!!Estimate","Santa Clara County, California!!Married-couple family household!!Estimate","Santa Clara County, California!!Male householder, no spouse present, family household!!Estimate","Santa Clara County, California!!Female householder, no spouse present, family household!!Estimate","Santa Clara County, California!!Nonfamily household!!Estimate","Montgomery County, Maryland!!Married-couple family household!!Estimate","Montgomery County, Maryland!!Male householder, no spouse present, family household!!Estimate","Montgomery County, Maryland!!Female householder, no spouse present, family household!!Estimate","Montgomery County, Maryland!!Nonfamily household!!Estimate","Wake County, North Carolina!!Married-couple family household!!Estimate","Wake County, North Carolina!!Male householder, no spouse present, family household!!Estimate","Wake County, North Carolina!!Female householder, no spouse present, family household!!Estimate","Wake County, North Carolina!!Nonfamily household!!Estimate","Davidson County, Tennessee!!Married-couple family household!!Estimate","Davidson County, Tennessee!!Male householder, no spouse present, family household!!Estimate","Davidson County, Tennessee!!Female householder, no spouse present, family household!!Estimate","Davidson County, Tennessee!!Nonfamily household!!Estimate","Dallas County, Texas!!Married-couple family household!!Estimate","Dallas County, Texas!!Male householder, no spouse present, family household!!Estimate","Dallas County, Texas!!Female householder, no spouse present, family household!!Estimate","Dallas County, Texas!!Nonfamily household!!Estimate","Fairfax County, Virginia!!Married-couple family household!!Estimate","Fairfax County, Virginia!!Male householder, no spouse present, family household!!Estimate","Fairfax County, Virginia!!Female householder, no spouse present, family household!!Estimate","Fairfax County, Virginia!!Nonfamily household!!Estimate","Loudoun County, Virginia!!Married-couple family household!!Estimate","Loudoun County, Virginia!!Male householder, no spouse present, family household!!Estimate","Loudoun County, Virginia!!Female householder, no spouse present, family household!!Estimate","Loudoun County, Virginia!!Nonfamily household!!Estimate"
        No related children of householder under 18 years,"409,693","230,692","179,001","244,227","159,541","84,686","269,337","163,780","105,557","214,086","115,206","98,880","620,747","309,296","311,451","257,868","177,776","80,092","69,766","51,584","18,182",2020,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5%,64.4%,64.6%,65.5%,65.2%,66.1%,65.6%,62.4%,71.2%,74.0%,73.2%,75.0%,65.6%,64.9%,66.3%,64.7%,65.0%,64.0%,52.6%,50.1%,61.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owner-occupied housing units without a mortgage,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124,259","72,767","81,415","53,449","213,906","84,517","24,360",,,,,,,,,,,,,,,,,,,,,,"124,259","72,767","81,415","53,449","213,906","84,517","24,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    VALUE,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Less than $50,000",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,899","1,501","4,236",822,"12,778","1,279",652,,,,,,,,,,,,,,,,,,,,,,2.3%,2.1%,5.2%,1.5%,6.0%,1.5%,2.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $50,000 to $99,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,680",683,"1,351",446,"8,835","1,170",47,,,,,,,,,,,,,,,,,,,,,,1.4%,0.9%,1.7%,0.8%,4.1%,1.4%,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $100,000 to $199,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,934","2,664","4,911","3,314","40,903","2,411",30,,,,,,,,,,,,,,,,,,,,,,4.0%,3.7%,6.0%,6.2%,19.1%,2.9%,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $200,000 to $299,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,410","4,720","10,123","8,755","62,231","3,049",340,,,,,,,,,,,,,,,,,,,,,,3.5%,6.5%,12.4%,16.4%,29.1%,3.6%,1.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $300,000 to $499,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,503","15,989","25,223","19,738","52,130","14,971","3,681",,,,,,,,,,,,,,,,,,,,,,3.6%,22.0%,31.0%,36.9%,24.4%,17.7%,15.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $500,000 to $749,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,476","23,229","20,990","7,871","18,451","24,184","8,086",,,,,,,,,,,,,,,,,,,,,,6.0%,31.9%,25.8%,14.7%,8.6%,28.6%,33.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $750,000 to $999,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,639","11,823","9,150","5,809","7,582","21,495","7,008",,,,,,,,,,,,,,,,,,,,,,11.0%,16.2%,11.2%,10.9%,3.5%,25.4%,28.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $1,000,000 or more",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,718","12,158","5,431","6,694","10,996","15,958","4,516",,,,,,,,,,,,,,,,,,,,,,68.2%,16.7%,6.7%,12.5%,5.1%,18.9%,18.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Median (dollars),,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,364,900","616,500","462,200","416,900","273,000","700,300","729,700",,,,,,,,,,,,,,,,,,,,,,"1,364,900","616,500","462,200","416,900","273,000","700,300","729,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Less than $10,000",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,238","3,156","3,910","2,235","11,060","2,291",526,,,,,,,,,,,,,,,,,,,,,,3.4%,4.3%,4.8%,4.2%,5.2%,2.7%,2.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $10,000 to $24,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,583","2,602","5,883","4,062","19,287","4,821","1,261",,,,,,,,,,,,,,,,,,,,,,4.5%,3.6%,7.2%,7.6%,9.0%,5.7%,5.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $25,000 to $34,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,135","2,548","4,563","3,304","11,804","3,280",140,,,,,,,,,,,,,,,,,,,,,,4.1%,3.5%,5.6%,6.2%,5.5%,3.9%,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $35,000 to $49,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,789","4,457","6,519","5,711","23,923","3,720",963,,,,,,,,,,,,,,,,,,,,,,7.1%,6.1%,8.0%,10.7%,11.2%,4.4%,4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $50,000 to $74,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,685","7,034","11,186","8,821","38,946","7,900","1,292",,,,,,,,,,,,,,,,,,,,,,10.2%,9.7%,13.7%,16.5%,18.2%,9.3%,5.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $75,000 to $99,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,383","6,371","8,080","6,125","30,227","10,007","2,585",,,,,,,,,,,,,,,,,,,,,,8.4%,8.8%,9.9%,11.5%,14.1%,11.8%,10.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $100,000 to $149,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,962","13,264","14,256","9,974","36,676","15,460","4,311",,,,,,,,,,,,,,,,,,,,,,16.9%,18.2%,17.5%,18.7%,17.1%,18.3%,17.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $150,000 or more",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,484","33,335","27,018","13,217","41,983","37,038","13,282",,,,,,,,,,,,,,,,,,,,,,45.5%,45.8%,33.2%,24.7%,19.6%,43.8%,54.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Median household income (dollars),,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,898","134,289","101,201","84,106","76,280","130,309","161,529",,,,,,,,,,,,,,,,,,,,,,"134,898","134,289","101,201","84,106","76,280","130,309","161,529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than 2.0,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,275","12,269","15,408","6,935","55,400","10,182","2,765",,,,,,,,,,,,,,,,,,,,,,9.1%,16.9%,18.9%,13.0%,25.9%,12.0%,11.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        2.0 to 2.9,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,716","11,894","14,554","7,059","38,255","11,673","4,514",,,,,,,,,,,,,,,,,,,,,,7.0%,16.3%,17.9%,13.2%,17.9%,13.8%,18.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        3.0 to 3.9,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,576","10,913","10,839","5,788","30,696","11,227","4,678",,,,,,,,,,,,,,,,,,,,,,6.1%,15.0%,13.3%,10.8%,14.4%,13.3%,19.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        4.0 or more,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,934","36,834","39,203","32,945","85,696","50,467","12,403",,,,,,,,,,,,,,,,,,,,,,76.4%,50.6%,48.2%,61.6%,40.1%,59.7%,50.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Not computed,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,758",857,"1,411",722,"3,859",968,0,,,,,,,,,,,,,,,,,,,,,,1.4%,1.2%,1.7%,1.4%,1.8%,1.1%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    MONTHLY HOUSING COSTS,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than $200,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,422",502,"1,331",839,"4,157",812,109,,,,,,,,,,,,,,,,,,,,,,1.1%,0.7%,1.6%,1.6%,1.9%,1.0%,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        $200 to $399,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,059","2,460","10,993","7,932","22,508","2,284",767,,,,,,,,,,,,,,,,,,,,,,4.1%,3.4%,13.5%,14.8%,10.5%,2.7%,3.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        $400 to $599,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,495","8,036","26,856","18,726","39,204","6,071","1,725",,,,,,,,,,,,,,,,,,,,,,8.4%,11.0%,33.0%,35.0%,18.3%,7.2%,7.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        $600 to $999,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,473","29,560","30,400","17,596","78,410","29,129","12,406",,,,,,,,,,,,,,,,,,,,,,29.4%,40.6%,37.3%,32.9%,36.7%,34.5%,50.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $1,000 to $1,299",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,251","15,063","6,684","3,605","32,994","23,720","5,002",,,,,,,,,,,,,,,,,,,,,,15.5%,20.7%,8.2%,6.7%,15.4%,28.1%,20.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $1,300 to $1,499",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,792","6,007","1,909","2,230","9,989","9,336","1,749",,,,,,,,,,,,,,,,,,,,,,11.1%,8.3%,2.3%,4.2%,4.7%,11.0%,7.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $1,500 or more",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,767","11,139","3,242","2,521","26,644","13,165","2,602",,,,,,,,,,,,,,,,,,,,,,30.4%,15.3%,4.0%,4.7%,12.5%,15.6%,10.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Median (dollars),,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,143",940,614,591,795,"1,044",929,,,,,,,,,,,,,,,,,,,,,,"1,143",940,614,591,795,"1,044",929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Less than $20,000",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,751","4,111","6,861","3,836","18,573","4,675",N,,,,,,,,,,,,,,,,,,,,,,4.6%,5.6%,8.4%,7.2%,8.7%,5.5%,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Less than 20 percent,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,469,205,867,0,N,,,,,,,,,,,,,,,,,,,,,,0.0%,0.2%,0.6%,0.4%,0.4%,0.0%,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            20 to 29 percent,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,"1,157",845,"1,612",237,N,,,,,,,,,,,,,,,,,,,,,,0.2%,0.0%,1.4%,1.6%,0.8%,0.3%,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            30 percent or more,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,535","3,954","5,235","2,786","16,094","4,438",N,,,,,,,,,,,,,,,,,,,,,,4.5%,5.4%,6.4%,5.2%,7.5%,5.3%,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        $20,000 to $34,999",,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,447","3,338","6,084","5,043","19,719","4,749",N,,,,,,,,,,,,,,,,,,,,,,6.0%,4.6%,7.5%,9.4%,9.2%,5.6%,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Less than 20 percent,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,293,"1,837","1,209","4,650",328,N,,,,,,,,,,,,,,,,,,,,,,0.6%,0.4%,2.3%,2.3%,2.2%,0.4%,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            20 to 29 percent,,,,,,,,,,,,,,,,,,,,,,2023,no_mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,074",897,"2,417","2,684","4,781",787,N,,,,,,,,,,,,,,,,,,,,,,0.9%,1.2%,3.0%,5.0%,2.2%,0.9%,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
