label_grouping,value,county,metric
    Owner-occupied units,"149,048",davidson_county_tennesseepercent,Unknown
        Housing units with a mortgage,71.0%,davidson_county_tennesseepercent,Unknown
        Housing units without a mortgage,29.0%,davidson_county_tennesseepercent,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,davidson_county_tennesseepercent,Unknown
    Housing units with a mortgage,"105,807",davidson_county_tennesseepercent,Unknown
        Less than $500,0.5%,davidson_county_tennesseepercent,Unknown
        $500 to $999,24.1%,davidson_county_tennesseepercent,Unknown
"        $1,000 to $1,499",39.9%,davidson_county_tennesseepercent,Unknown
"        $1,500 to $1,999",19.1%,davidson_county_tennesseepercent,Unknown
"        $2,000 to $2,499",8.0%,davidson_county_tennesseepercent,Unknown
"        $2,500 to $2,999",3.3%,davidson_county_tennesseepercent,Unknown
"        $3,000 or more",5.1%,davidson_county_tennesseepercent,Unknown
        Median (dollars),(X),davidson_county_tennesseepercent,Unknown
    Housing units without a mortgage,"43,241",davidson_county_tennesseepercent,Unknown
        Less than $250,8.3%,davidson_county_tennesseepercent,Unknown
        $250 to $399,26.3%,davidson_county_tennesseepercent,Unknown
        $400 to $599,35.4%,davidson_county_tennesseepercent,Unknown
        $600 to $799,14.6%,davidson_county_tennesseepercent,Unknown
        $800 to $999,6.5%,davidson_county_tennesseepercent,Unknown
"        $1,000 or more",8.8%,davidson_county_tennesseepercent,Unknown
        Median (dollars),(X),davidson_county_tennesseepercent,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,davidson_county_tennesseepercent,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"105,076",davidson_county_tennesseepercent,Unknown
        Less than 20.0 percent,44.9%,davidson_county_tennesseepercent,Unknown
        20.0 to 24.9 percent,14.9%,davidson_county_tennesseepercent,Unknown
        25.0 to 29.9 percent,11.6%,davidson_county_tennesseepercent,Unknown
        30.0 to 34.9 percent,7.2%,davidson_county_tennesseepercent,Unknown
        35.0 percent or more,21.4%,davidson_county_tennesseepercent,Unknown
    Not computed,(X),davidson_county_tennesseepercent,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"42,683",davidson_county_tennesseepercent,Unknown
        Less than 10.0 percent,48.4%,davidson_county_tennesseepercent,Unknown
        10.0 to 14.9 percent,17.7%,davidson_county_tennesseepercent,Unknown
        15.0 to 19.9 percent,11.1%,davidson_county_tennesseepercent,Unknown
        20.0 to 24.9 percent,6.9%,davidson_county_tennesseepercent,Unknown
        25.0 to 29.9 percent,4.7%,davidson_county_tennesseepercent,Unknown
        30.0 to 34.9 percent,3.3%,davidson_county_tennesseepercent,Unknown
        35.0 percent or more,7.9%,davidson_county_tennesseepercent,Unknown
    Not computed,(X),davidson_county_tennesseepercent,Unknown
GROSS RENT,,davidson_county_tennesseepercent,Unknown
    Occupied units paying rent,"122,195",davidson_county_tennesseepercent,Unknown
        Less than $500,11.6%,davidson_county_tennesseepercent,Unknown
        $500 to $999,47.3%,davidson_county_tennesseepercent,Unknown
"        $1,000 to $1,499",30.7%,davidson_county_tennesseepercent,Unknown
"        $1,500 to $1,999",7.0%,davidson_county_tennesseepercent,Unknown
"        $2,000 to $2,499",2.1%,davidson_county_tennesseepercent,Unknown
"        $2,500 to $2,999",0.9%,davidson_county_tennesseepercent,Unknown
"        $3,000 or more",0.4%,davidson_county_tennesseepercent,Unknown
        Median (dollars),(X),davidson_county_tennesseepercent,Unknown
    No rent paid,(X),davidson_county_tennesseepercent,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,davidson_county_tennesseepercent,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"119,060",davidson_county_tennesseepercent,Unknown
        Less than 15.0 percent,12.1%,davidson_county_tennesseepercent,Unknown
        15.0 to 19.9 percent,13.8%,davidson_county_tennesseepercent,Unknown
        20.0 to 24.9 percent,13.9%,davidson_county_tennesseepercent,Unknown
        25.0 to 29.9 percent,13.6%,davidson_county_tennesseepercent,Unknown
        30.0 to 34.9 percent,9.1%,davidson_county_tennesseepercent,Unknown
        35.0 percent or more,37.4%,davidson_county_tennesseepercent,Unknown
    Not computed,(X),davidson_county_tennesseepercent,Unknown
HOUSING OCCUPANCY,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Total housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        Occupied housing units,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
        Vacant housing units,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
    Homeowner vacancy rate,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
    Rental vacancy rate,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
UNITS IN STRUCTURE,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Total housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
"        1-unit, detached",±1.4,davidson_county_tennesseepercent_margin_of_error,Unknown
"        1-unit, attached",±0.6,davidson_county_tennesseepercent_margin_of_error,Unknown
        2 units,±0.8,davidson_county_tennesseepercent_margin_of_error,Unknown
        3 or 4 units,±0.6,davidson_county_tennesseepercent_margin_of_error,Unknown
        5 to 9 units,±0.8,davidson_county_tennesseepercent_margin_of_error,Unknown
        10 to 19 units,±1.0,davidson_county_tennesseepercent_margin_of_error,Unknown
        20 or more units,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
        Mobile home,±0.3,davidson_county_tennesseepercent_margin_of_error,Unknown
"        Boat, RV, van, etc.",±0.1,davidson_county_tennesseepercent_margin_of_error,Unknown
YEAR STRUCTURE BUILT,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Total housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 2014 or later,±0.3,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 2010 to 2013,±0.5,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 2000 to 2009,±1.1,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 1990 to 1999,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 1980 to 1989,±1.0,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 1970 to 1979,±1.2,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 1960 to 1969,±1.0,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 1950 to 1959,±1.0,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 1940 to 1949,±0.6,davidson_county_tennesseepercent_margin_of_error,Unknown
        Built 1939 or earlier,±0.8,davidson_county_tennesseepercent_margin_of_error,Unknown
ROOMS,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Total housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        1 room,±0.5,davidson_county_tennesseepercent_margin_of_error,Unknown
        2 rooms,±0.5,davidson_county_tennesseepercent_margin_of_error,Unknown
        3 rooms,±1.0,davidson_county_tennesseepercent_margin_of_error,Unknown
        4 rooms,±1.4,davidson_county_tennesseepercent_margin_of_error,Unknown
        5 rooms,±1.2,davidson_county_tennesseepercent_margin_of_error,Unknown
        6 rooms,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
        7 rooms,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
        8 rooms,±0.7,davidson_county_tennesseepercent_margin_of_error,Unknown
        9 rooms or more,±0.8,davidson_county_tennesseepercent_margin_of_error,Unknown
        Median rooms,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
BEDROOMS,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Total housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        No bedroom,±0.5,davidson_county_tennesseepercent_margin_of_error,Unknown
        1 bedroom,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
        2 bedrooms,±1.4,davidson_county_tennesseepercent_margin_of_error,Unknown
        3 bedrooms,±1.4,davidson_county_tennesseepercent_margin_of_error,Unknown
        4 bedrooms,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
        5 or more bedrooms,±0.5,davidson_county_tennesseepercent_margin_of_error,Unknown
HOUSING TENURE,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Occupied housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        Owner-occupied,±1.4,davidson_county_tennesseepercent_margin_of_error,Unknown
        Renter-occupied,±1.4,davidson_county_tennesseepercent_margin_of_error,Unknown
    Average household size of owner-occupied unit,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
    Average household size of renter-occupied unit,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Occupied housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        Moved in 2015 or later,±1.0,davidson_county_tennesseepercent_margin_of_error,Unknown
        Moved in 2010 to 2014,±1.6,davidson_county_tennesseepercent_margin_of_error,Unknown
        Moved in 2000 to 2009,±1.3,davidson_county_tennesseepercent_margin_of_error,Unknown
        Moved in 1990 to 1999,±0.7,davidson_county_tennesseepercent_margin_of_error,Unknown
        Moved in 1980 to 1989,±0.5,davidson_county_tennesseepercent_margin_of_error,Unknown
        Moved in 1979 and earlier,±0.5,davidson_county_tennesseepercent_margin_of_error,Unknown
VEHICLES AVAILABLE,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Occupied housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        No vehicles available,±0.9,davidson_county_tennesseepercent_margin_of_error,Unknown
        1 vehicle available,±1.7,davidson_county_tennesseepercent_margin_of_error,Unknown
        2 vehicles available,±1.3,davidson_county_tennesseepercent_margin_of_error,Unknown
        3 or more vehicles available,±1.0,davidson_county_tennesseepercent_margin_of_error,Unknown
HOUSE HEATING FUEL,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Occupied housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        Utility gas,±1.2,davidson_county_tennesseepercent_margin_of_error,Unknown
"        Bottled, tank, or LP gas",±0.3,davidson_county_tennesseepercent_margin_of_error,Unknown
        Electricity,±1.3,davidson_county_tennesseepercent_margin_of_error,Unknown
"        Fuel oil, kerosene, etc.",±0.1,davidson_county_tennesseepercent_margin_of_error,Unknown
        Coal or coke,±0.1,davidson_county_tennesseepercent_margin_of_error,Unknown
        Wood,±0.1,davidson_county_tennesseepercent_margin_of_error,Unknown
        Solar energy,±0.1,davidson_county_tennesseepercent_margin_of_error,Unknown
        Other fuel,±0.1,davidson_county_tennesseepercent_margin_of_error,Unknown
        No fuel used,±0.2,davidson_county_tennesseepercent_margin_of_error,Unknown
SELECTED CHARACTERISTICS,,davidson_county_tennesseepercent_margin_of_error,Unknown
    Occupied housing units,(X),davidson_county_tennesseepercent_margin_of_error,Unknown
        Lacking complete plumbing facilities,±0.1,davidson_county_tennesseepercent_margin_of_error,Unknown
